Город,Регион,Федеральный округ,lat,lng
Пушкино,Московская область,Центральный,"56,010428","37,847155"
Пущино,Московская область,Центральный,"54,832479","37,620977"
Раменское,Московская область,Центральный,"55,567326","38,22584"
Реутов,Московская область,Центральный,"55,760515","37,855141"
Рошаль,Московская область,Центральный,"55,663283","39,862759"
Руза,Московская область,Центральный,"55,701516","36,195997"
СергиевПосад,Московская область,Центральный,"55,520105","45,481361"
Серпухов,Московская область,Центральный,"54,913536","37,416763"
Солнечногорск,Московская область,Центральный,"56,185102","36,977631"
СтараяКупавна,Московская область,Центральный,"45,044521","41,969083"
Ступино,Московская область,Центральный,"54,88688","38,07839"
Талдом,Московская область,Центральный,"56,73084","37,527633"
Фрязино,Московская область,Центральный,"55,957938","38,052339"
Химки,Московская область,Центральный,"55,88874","37,43039"
Хотьково,Московская область,Центральный,"56,252182","37,978677"
Черноголовка,Московская область,Центральный,"56,010005","38,379245"
Чехов,Московская область,Центральный,"55,149851","37,466997"
Щёлково,Московская область,Центральный,"55,920209","37,991478"
Электрогорск,Московская область,Центральный,"55,883161","38,786209"
Электросталь,Московская область,Центральный,"55,784445","38,444849"
Электроугли,Московская область,Центральный,"55,716859","38,219659"
Болхов,Орловская область,Центральный,"53,443097","36,005087"
Дмитровск,Орловская область,Центральный,"52,505434","35,14151"
Ливны,Орловская область,Центральный,"52,426549","37,608041"
Малоархангельск,Орловская область,Центральный,"52,400974","36,502107"
Мценск,Орловская область,Центральный,"53,278939","36,575006"
Новосиль,Орловская область,Центральный,"52,974633","37,043756"
Орёл,Орловская область,Центральный,"52,970371","36,063837"
Касимов,Рязанская область,Центральный,"54,937288","41,391368"
Кораблино,Рязанская область,Центральный,"53,926812","40,034463"
Михайлов,Рязанская область,Центральный,"54,232506","39,023508"
Новомичуринск,Рязанская область,Центральный,"54,034574","39,750865"
Рыбное,Рязанская область,Центральный,"54,730806","39,505463"
Ряжск,Рязанская область,Центральный,"53,708949","40,062894"
Рязань,Рязанская область,Центральный,"54,629216","39,736375"
Сасово,Рязанская область,Центральный,"54,349928","41,924087"
Скопин,Рязанская область,Центральный,"53,82359","39,549328"
Спас-Клепики,Рязанская область,Центральный,"55,131038","40,175786"
Спасск-Рязанский,Рязанская область,Центральный,"54,407072","40,376424"
Шацк,Рязанская область,Центральный,"51,496839","23,930185"
Велиж,Смоленская область,Центральный,"55,603969","31,197214"
Вязьма,Смоленская область,Центральный,"55,205944","34,298037"
Демидов,Смоленская область,Центральный,"55,26444","31,515011"
Десногорск,Смоленская область,Центральный,"54,152366","33,287872"
Дорогобуж,Смоленская область,Центральный,"54,912677","33,297035"
Духовщина,Смоленская область,Центральный,"55,191351","32,414171"
Ельня,Смоленская область,Центральный,"54,575906","33,182734"
Починок,Смоленская область,Центральный,"54,406265","32,439782"
Рославль,Смоленская область,Центральный,"53,947309","32,85678"
Рудня,Смоленская область,Центральный,"54,947031","31,093576"
Сафоново,Смоленская область,Центральный,"55,106304","33,237917"
Смоленск,Смоленская область,Центральный,"54,782635","32,045251"
Сычёвка,Смоленская область,Центральный,"55,83161","34,277834"
Ярцево,Смоленская область,Центральный,"57,535951","40,006121"
Жердевка,Тамбовская область,Центральный,"51,842282","41,461796"
Кирсанов,Тамбовская область,Центральный,"52,650646","42,728663"
Котовск,Тамбовская область,Центральный,"52,59292","41,50575"
Мичуринск,Тамбовская область,Центральный,"52,893913","40,498011"
Моршанск,Тамбовская область,Центральный,"53,443611","41,811627"
Рассказово,Тамбовская область,Центральный,"52,653842","41,874302"
Тамбов,Тамбовская область,Центральный,"52,721219","41,452274"
Уварово,Тамбовская область,Центральный,"51,983099","42,261"
Андреаполь,Тверская область,Центральный,"56,65079","32,262023"
Бежецк,Тверская область,Центральный,"57,78567","36,693871"
Белый,Тверская область,Центральный,"55,83385","32,938805"
Бологое,Тверская область,Центральный,"57,885626","34,053776"
Весьегонск,Тверская область,Центральный,"58,658355","37,259019"
ВышнийВолочёк,Тверская область,Центральный,"61,006355","36,449511"
ЗападнаяДвина,Тверская область,Центральный,"69,400373","32,450139"
Зубцов,Тверская область,Центральный,"56,176143","34,58256"
Калязин,Тверская область,Центральный,"57,240412","37,855078"
Кашин,Тверская область,Центральный,"57,358381","37,61344"
Кимры,Тверская область,Центральный,"56,873338","37,355678"
Конаково,Тверская область,Центральный,"56,713217","36,779309"
КрасныйХолм,Тверская область,Центральный,"56,010563","92,852572"
Кувшиново,Тверская область,Центральный,"57,028957","34,165877"
Лихославль,Тверская область,Центральный,"57,122219","35,466808"
Нелидово,Тверская область,Центральный,"56,223296","32,776587"
Осташков,Тверская область,Центральный,"57,142872","33,115441"
Ржев,Тверская область,Центральный,"56,262877","34,329065"
Старица,Тверская область,Центральный,"56,514927","34,933586"
Тверь,Тверская область,Центральный,"56,859611","35,911896"
Торжок,Тверская область,Центральный,"57,041338","34,96014"
Торопец,Тверская область,Центральный,"56,501173","31,635466"
Удомля,Тверская область,Центральный,"57,876779","35,00511"
Алексин,Тульская область,Центральный,"54,502429","37,066034"
Белёв,Тульская область,Центральный,"53,809934","36,130097"
Богородицк,Тульская область,Центральный,"53,770694","38,131687"
Болохово,Тульская область,Центральный,"54,082107","37,82679"
Венёв,Тульская область,Центральный,"54,350369","38,265527"
Донской,Тульская область,Центральный,"47,992758","37,915058"
Кимовск,Тульская область,Центральный,"53,972149","38,533063"
Киреевск,Тульская область,Центральный,"53,934944","37,928542"
Липки,Тульская область,Центральный,"53,94175","37,701915"
Новомосковск,Тульская область,Центральный,"54,010993","38,290896"
Плавск,Тульская область,Центральный,"53,706843","37,291987"
Советск,Тульская область,Центральный,"57,587599","48,959521"
Суворов,Тульская область,Центральный,"54,122083","36,490339"
Тула,Тульская область,Центральный,"54,193122","37,617348"
Узловая,Тульская область,Центральный,"53,97844","38,160299"
Чекалин,Тульская область,Центральный,"54,098505","36,247372"
Щёкино,Тульская область,Центральный,"54,002146","37,517626"
Ясногорск,Тульская область,Центральный,"54,479555","37,689689"
Гаврилов-Ям,Ярославская область,Центральный,"57,303309","39,849086"
Данилов,Ярославская область,Центральный,"58,187861","40,174815"
Любим,Ярославская область,Центральный,"58,362004","40,686873"
Мышкин,Ярославская область,Центральный,"57,787134","38,455332"
Переславль-Залесский,Ярославская область,Центральный,"56,736093","38,85431"
Пошехонье,Ярославская область,Центральный,"58,503749","39,12005"
Ростов,Ярославская область,Центральный,"47,222078","39,720349"
Рыбинск,Ярославская область,Центральный,"58,048454","38,858406"
Тутаев,Ярославская область,Центральный,"57,8688","39,530759"
Углич,Ярославская область,Центральный,"57,526592","38,319372"
Ярославль,Ярославская область,Центральный,"57,626569","39,893787"
Адыгейск,Адыгея,Южный,"44,884856","39,190567"
Майкоп,Адыгея,Южный,"44,608865","40,098548"
Астрахань,Астраханская область,Южный,"46,347869","48,033574"
Ахтубинск,Астраханская область,Южный,"48,284884","46,164413"
Знаменск,Астраханская область,Южный,"48,586634","45,736744"
Камызяк,Астраханская область,Южный,"46,110571","48,073235"
Нариманов,Астраханская область,Южный,"46,690301","47,853623"
Харабали,Астраханская область,Южный,"47,409315","47,252058"
Волгоград,Волгоградская область,Южный,"48,707073","44,51693"
Волжский,Волгоградская область,Южный,"56,053804","48,555271"
Дубовка,Волгоградская область,Южный,"49,055369","44,826957"
Жирновск,Волгоградская область,Южный,"50,978713","44,778834"
Калач-на-Дону,Волгоградская область,Южный,"48,681995","43,538234"
Камышин,Волгоградская область,Южный,"50,083698","45,407367"
Котельниково,Волгоградская область,Южный,"47,631528","43,142625"
Котово,Волгоградская область,Южный,"50,322058","44,801319"
Краснослободск,Волгоградская область,Южный,"54,424901","43,784435"
Ленинск,Волгоградская область,Южный,"48,693682","45,199228"
Михайловка,Волгоградская область,Южный,"50,070847","43,239723"
Николаевск,Волгоградская область,Южный,"50,025878","45,45911"
Новоаннинский,Волгоградская область,Южный,"50,529658","42,66667"
Палласовка,Волгоградская область,Южный,"50,050167","46,880398"
ПетровВал,Волгоградская область,Южный,"58,599071","35,798098"
Серафимович,Волгоградская область,Южный,"49,584135","42,734008"
Суровикино,Волгоградская область,Южный,"48,605493","42,844195"
Урюпинск,Волгоградская область,Южный,"50,794522","41,995844"
Фролово,Волгоградская область,Южный,"49,765861","43,649292"
Городовиковск,Калмыкия,Южный,"46,083105","41,936052"
Лагань,Калмыкия,Южный,"45,392947","47,355202"
Элиста,Калмыкия,Южный,"46,307743","44,269759"
Абинск,Краснодарский край,Южный,"44,866256","38,151163"
Анапа,Краснодарский край,Южный,"44,894965","37,31617"
Апшеронск,Краснодарский край,Южный,"44,468327","39,736707"
Армавир,Краснодарский край,Южный,"44,997655","41,129644"
Белореченск,Краснодарский край,Южный,"44,761141","39,87114"
Геленджик,Краснодарский край,Южный,"44,561141","38,076809"
ГорячийКлюч,Краснодарский край,Южный,"56,201695","42,691194"
Гулькевичи,Краснодарский край,Южный,"45,360342","40,695227"
Ейск,Краснодарский край,Южный,"46,711524","38,276451"
Кореновск,Краснодарский край,Южный,"45,462742","39,448033"
Краснодар,Краснодарский край,Южный,"45,03547","38,975313"
Кропоткин,Краснодарский край,Южный,"45,434686","40,575994"
Крымск,Краснодарский край,Южный,"44,934986","37,986196"
Курганинск,Краснодарский край,Южный,"44,887641","40,591364"
Лабинск,Краснодарский край,Южный,"44,635387","40,724459"
Новокубанск,Краснодарский край,Южный,"45,103812","41,047493"
Новороссийск,Краснодарский край,Южный,"44,723912","37,768974"
Приморско-Ахтарск,Краснодарский край,Южный,"46,043502","38,177645"
Славянск-на-Кубани,Краснодарский край,Южный,"45,260439","38,126001"
Сочи,Краснодарский край,Южный,"43,585525","39,723062"
Темрюк,Краснодарский край,Южный,"45,27841","37,370194"
Тимашёвск,Краснодарский край,Южный,"45,61478","38,934332"
Тихорецк,Краснодарский край,Южный,"45,85468","40,125929"
Туапсе,Краснодарский край,Южный,"44,09564","39,073553"
Усть-Лабинск,Краснодарский край,Южный,"45,213625","39,691234"
Хадыженск,Краснодарский край,Южный,"44,422804","39,537326"
БахчисарайОспаривается,Крым,Южный,"44,754887","33,85214"
КерчьОспаривается,Крым,Южный,"45,356219","36,467378"
СтарыйКрымОспаривается,Крым,Южный,"52,585277","32,760346"
ЩёлкиноОспаривается,Крым,Южный,"45,428886","35,825065"
Азов,Ростовская область,Южный,"47,112442","39,423581"
Аксай,Ростовская область,Южный,"47,269804","39,862615"
Батайск,Ростовская область,Южный,"47,138333","39,744469"
БелаяКалитва,Ростовская область,Южный,"57,78567","36,693871"
Волгодонск,Ростовская область,Южный,"47,516545","42,198423"
Гуково,Ростовская область,Южный,"48,058442","39,940274"
Донецк,Ростовская область,Южный,"48,015877","37,80285"
Зверево,Ростовская область,Южный,"55,499999","36,926211"
Зерноград,Ростовская область,Южный,"46,849564","40,312815"
Каменск-Шахтинский,Ростовская область,Южный,"48,320515","40,268923"
Константиновск,Ростовская область,Южный,"47,577341","41,096694"
КрасныйСулин,Ростовская область,Южный,"56,010563","92,852572"
Миллерово,Ростовская область,Южный,"48,92173","40,394849"
Морозовск,Ростовская область,Южный,"48,351157","41,830878"
Новочеркасск,Ростовская область,Южный,"47,422052","40,093725"
Новошахтинск,Ростовская область,Южный,"47,757738","39,93643"
Пролетарск,Ростовская область,Южный,"46,703849","41,727544"
Ростов-на-Дону,Ростовская область,Южный,"47,222078","39,720349"
Сальск,Ростовская область,Южный,"46,475177","41,541135"
Семикаракорск,Ростовская область,Южный,"47,517792","40,811505"
Таганрог,Ростовская область,Южный,"47,220983","38,9173"
Цимлянск,Ростовская область,Южный,"47,647714","42,09306"
Шахты,Ростовская область,Южный,"47,709601","40,215797"
Яхрома,Московская область,,"56,28989","37,483858"
